username,match,date,unixdate
OkBananas,94,2012-11-10 18:43:29 -0500,1352591009
hjenny,88,2012-11-10 18:43:35 -0500,1352591015
flyaway07,94,2012-11-10 18:43:40 -0500,1352591020
loudmouthsoup,97,2012-11-10 18:43:46 -0500,1352591026
charles_eames,93,2012-11-10 18:43:51 -0500,1352591031
journolover,90,2012-11-10 18:43:57 -0500,1352591037
Jacq08,92,2012-11-10 18:44:02 -0500,1352591042
callmeblair,80,2012-11-10 18:44:08 -0500,1352591048
also_convivial,91,2012-11-10 18:44:13 -0500,1352591053
seattlejetaime,92,2012-11-10 18:44:19 -0500,1352591059
esoteric_entity,91,2012-11-10 18:44:24 -0500,1352591064
masticatrix,90,2012-11-10 18:44:29 -0500,1352591069
MollyJD,88,2012-11-10 18:44:35 -0500,1352591075
teeethy,91,2012-11-10 18:44:41 -0500,1352591081
dialmformorgan,94,2012-11-10 18:44:46 -0500,1352591086
intheclouds9,81,2012-11-10 18:44:52 -0500,1352591092
canelareina,88,2012-11-10 18:44:57 -0500,1352591097
Floppog,94,2012-11-10 18:45:03 -0500,1352591103
kaytee333,81,2012-11-10 18:45:08 -0500,1352591108
noclue4aname,80,2012-11-10 18:45:14 -0500,1352591114
hayley13,94,2012-11-10 18:45:19 -0500,1352591119
commodorewoman,91,2012-11-10 18:45:25 -0500,1352591125
deberlin,92,2012-11-10 18:45:30 -0500,1352591130
Dgold3489,92,2012-11-10 18:45:36 -0500,1352591136
MargerieSB,94,2012-11-10 18:45:41 -0500,1352591141
L0tus_flower,92,2012-11-10 18:45:46 -0500,1352591146
ceereegee,90,2012-11-10 18:45:52 -0500,1352591152
Jacky-O,95,2012-11-10 18:45:58 -0500,1352591158
lilcf,94,2012-11-10 18:46:03 -0500,1352591163
ilar769,85,2012-11-10 18:46:09 -0500,1352591169
CourtneyJM,73,2012-11-10 18:46:15 -0500,1352591175
Malenkaya_Sova,86,2012-11-10 18:46:20 -0500,1352591180
go_ali,89,2012-11-10 18:46:25 -0500,1352591185
emzz517,95,2012-11-10 18:46:31 -0500,1352591191
gypsybeats,88,2012-11-10 18:46:36 -0500,1352591196
definitelyelena,93,2012-11-10 18:46:42 -0500,1352591202
JennyC5,93,2012-11-10 18:46:47 -0500,1352591207
lallipoo,85,2012-11-10 18:46:53 -0500,1352591213
bluebird98,95,2012-11-10 18:46:58 -0500,1352591218
FauxCanadienne,90,2012-11-10 18:47:04 -0500,1352591224
_eliza-,92,2012-11-10 18:47:09 -0500,1352591229
shemightbelinzy,81,2012-11-10 18:47:15 -0500,1352591235
Dana-Redde,97,2012-11-10 18:47:20 -0500,1352591240
hannah_29,95,2012-11-10 18:47:26 -0500,1352591246
lucialu62,90,2012-11-10 18:47:31 -0500,1352591251
Chiasmal,90,2012-11-10 18:47:37 -0500,1352591257
sarah882288,92,2012-11-10 18:47:42 -0500,1352591262
remelly,89,2012-11-10 18:47:48 -0500,1352591268
sbfeiscs,88,2012-11-10 18:47:53 -0500,1352591273
Sgallant,79,2012-11-10 18:47:59 -0500,1352591279
catkos,85,2012-11-10 18:48:04 -0500,1352591284
Imeli,89,2012-11-10 18:48:10 -0500,1352591290
Ale___,86,2012-11-10 18:48:15 -0500,1352591295
Nikki_54321,94,2012-11-10 18:48:21 -0500,1352591301
wong20a,93,2012-11-10 18:48:26 -0500,1352591306
raspberriesgrow,91,2012-11-10 18:48:32 -0500,1352591312
mec0313,90,2012-11-10 18:48:38 -0500,1352591318
kmalloy90,92,2012-11-10 18:48:43 -0500,1352591323
maudite666,91,2012-11-10 18:48:48 -0500,1352591328
acs0916,90,2012-11-10 18:48:54 -0500,1352591334
thereshigoes,86,2012-11-10 18:48:59 -0500,1352591339
TigrisVirgata,89,2012-11-10 18:49:05 -0500,1352591345
IamtheWendy,95,2012-11-10 18:49:10 -0500,1352591350
kaitlin3,93,2012-11-10 18:49:16 -0500,1352591356
wunderdome,95,2012-11-10 18:49:21 -0500,1352591361
soundstress,94,2012-11-10 18:49:27 -0500,1352591367
kelly1023,95,2012-11-10 18:49:32 -0500,1352591372
Pippie2110,80,2012-11-10 18:49:37 -0500,1352591377
Eliiana,90,2012-11-10 18:49:43 -0500,1352591383
erikaamerika,93,2012-11-10 18:49:49 -0500,1352591389
BillyFinch,90,2012-11-10 18:49:55 -0500,1352591395
epeter01,92,2012-11-10 18:50:00 -0500,1352591400
AstroTina,79,2012-11-10 18:50:06 -0500,1352591406
msf2010,89,2012-11-10 18:50:11 -0500,1352591411
bangkok_duck,88,2012-11-10 18:50:17 -0500,1352591417
ittotb,93,2012-11-10 18:50:22 -0500,1352591422
ariellevakni,92,2012-11-10 18:50:27 -0500,1352591427
tjt2013,81,2012-11-10 18:50:33 -0500,1352591433
Jojobeana,94,2012-11-10 18:50:38 -0500,1352591438
Fructose7,92,2012-11-10 18:50:44 -0500,1352591444
pnutinabox,87,2012-11-10 18:50:49 -0500,1352591449
talking_with,86,2012-11-10 18:50:55 -0500,1352591455
margcarey,91,2012-11-10 18:51:00 -0500,1352591460
RAF6,87,2012-11-10 18:51:06 -0500,1352591466
Orbital_Laika,92,2012-11-10 18:51:12 -0500,1352591472
Boomerangboots,86,2012-11-10 18:51:17 -0500,1352591477
e1113,95,2012-11-10 18:51:23 -0500,1352591483
laumima,93,2012-11-10 18:51:28 -0500,1352591488
pantherdash,90,2012-11-10 18:51:34 -0500,1352591494
also_convivial,91,2012-11-10 18:51:39 -0500,1352591499
okayinternet,94,2012-11-10 18:51:45 -0500,1352591505
apriori10,95,2012-11-10 18:51:50 -0500,1352591510
el_gson11,82,2012-11-10 18:51:55 -0500,1352591515
ForeignWindow,96,2012-11-10 18:52:01 -0500,1352591521
jdshan,90,2012-11-10 18:52:06 -0500,1352591526
Calliope,96,2012-11-10 18:52:12 -0500,1352591532
doctorspacesam,90,2012-11-10 18:52:17 -0500,1352591537
Alexa103,95,2012-11-10 18:52:23 -0500,1352591543
rtyuiopasaurus,85,2012-11-10 18:52:29 -0500,1352591549
Bumbibjoernarna,81,2012-11-10 18:52:34 -0500,1352591554
catkos,85,2012-11-10 18:52:40 -0500,1352591560
seattlejetaime,92,2012-11-10 18:52:45 -0500,1352591565
Dana-Redde,97,2012-11-10 18:52:50 -0500,1352591570
liketheflowerr,90,2012-11-10 18:52:56 -0500,1352591576
rakora10,84,2012-11-10 18:53:01 -0500,1352591581
lenteherfst,89,2012-11-10 18:53:07 -0500,1352591587
rs_86,90,2012-11-10 18:53:13 -0500,1352591593
sara_go,85,2012-11-10 18:53:18 -0500,1352591598
waywardnomad,94,2012-11-10 18:53:25 -0500,1352591605
phineasgage89,86,2012-11-10 18:53:30 -0500,1352591610
Frecasaurus,82,2012-11-10 18:53:36 -0500,1352591616
Lauraconteuse,95,2012-11-10 18:53:41 -0500,1352591621
ladyinred137,91,2012-11-10 18:53:47 -0500,1352591627
bluebird98,95,2012-11-10 18:53:52 -0500,1352591632
Melissa294,78,2012-11-10 18:53:57 -0500,1352591637
MaryAurora,94,2012-11-10 18:54:03 -0500,1352591643
synaptic_self,90,2012-11-10 18:54:08 -0500,1352591648
shout_it_out,94,2012-11-10 18:54:14 -0500,1352591654
klc6,94,2012-11-10 18:54:19 -0500,1352591659
algardner,85,2012-11-10 18:54:25 -0500,1352591665
Fruuba,90,2012-11-10 18:54:30 -0500,1352591670
Rockstar652,92,2012-11-10 18:54:36 -0500,1352591676
slok73,86,2012-11-10 18:54:41 -0500,1352591681
WestCoast2East,94,2012-11-10 18:54:46 -0500,1352591686
silop,85,2012-11-10 18:54:52 -0500,1352591692
mezzoindustrial,93,2012-11-10 18:54:58 -0500,1352591698
ellewolfe,88,2012-11-10 18:55:03 -0500,1352591703
inthesea123,88,2012-11-10 18:55:08 -0500,1352591708
Sercq,94,2012-11-10 18:55:14 -0500,1352591714
FeeFiiFoFiona,84,2012-11-10 18:55:19 -0500,1352591719
mrsfridaynext,94,2012-11-10 18:55:25 -0500,1352591725
melissab219,89,2012-11-10 18:55:30 -0500,1352591730
Not_a_Blueberry,95,2012-11-10 18:55:36 -0500,1352591736
coolshitmonmon,87,2012-11-10 18:55:41 -0500,1352591741
xanadulazuli,93,2012-11-10 18:55:47 -0500,1352591747
thingsnotsaid,95,2012-11-10 18:55:52 -0500,1352591752
turtle_island,93,2012-11-10 18:55:58 -0500,1352591758
Snowie7,93,2012-11-10 18:56:03 -0500,1352591763
ellewolfe,88,2012-11-10 18:56:09 -0500,1352591769
limbeau,88,2012-11-10 18:56:15 -0500,1352591775
fourthprovince,86,2012-11-10 18:56:20 -0500,1352591780
curlyneighbor,89,2012-11-10 18:56:26 -0500,1352591786
kaddy1030,90,2012-11-10 18:56:31 -0500,1352591791
BeretinBoston,90,2012-11-10 18:56:37 -0500,1352591797
masticatrix,90,2012-11-10 18:56:42 -0500,1352591802
spots128,93,2012-11-10 18:56:47 -0500,1352591807
amanda1032,77,2012-11-10 18:56:53 -0500,1352591813
DKy05,91,2012-11-10 18:56:58 -0500,1352591818
leenie22,92,2012-11-10 18:57:04 -0500,1352591824
xsparkletts,93,2012-11-10 18:57:09 -0500,1352591829
boredkorean,85,2012-11-10 22:06:47 -0500,1352603207
Kallie_Starmist,90,2012-11-10 22:06:53 -0500,1352603213
Jeslowen,88,2012-11-10 22:06:58 -0500,1352603218
jdshan,90,2012-11-10 22:07:04 -0500,1352603224
_pvz,83,2012-11-10 22:07:09 -0500,1352603229
shaymaray,93,2012-11-10 22:07:14 -0500,1352603234
Hey_its_Dana,93,2012-11-10 22:07:20 -0500,1352603240
Jess-H,78,2012-11-10 22:07:25 -0500,1352603245
rzeki_odwa%C5%BCny,87,2012-11-10 22:07:31 -0500,1352603251
aconnotation,92,2012-11-10 22:07:36 -0500,1352603256
vale_huevo,88,2012-11-10 22:07:42 -0500,1352603262
VBixby,87,2012-11-10 22:07:47 -0500,1352603267
schmabbs,94,2012-11-10 22:07:53 -0500,1352603273
kimbahleeee,93,2012-11-10 22:07:58 -0500,1352603278
ems4,91,2012-11-10 22:08:04 -0500,1352603284
coldslivers,85,2012-11-10 22:08:10 -0500,1352603290
abbytap,93,2012-11-10 22:08:15 -0500,1352603295
thecon007,80,2012-11-10 22:08:21 -0500,1352603301
klc6,94,2012-11-10 22:08:26 -0500,1352603306
glitterandbrains,95,2012-11-10 22:08:32 -0500,1352603312
MyriadDystopias,95,2012-11-10 22:08:37 -0500,1352603317
mcinsm,92,2012-11-10 22:08:43 -0500,1352603323
_thaumatomane,77,2012-11-10 22:08:48 -0500,1352603328
rivalries,96,2012-11-10 22:08:54 -0500,1352603334
-real-talk-,94,2012-11-10 22:08:59 -0500,1352603339
flashtastic1,93,2012-11-10 22:09:05 -0500,1352603345
AllstonGirl82,81,2012-11-10 22:09:10 -0500,1352603350
synaptic_self,90,2012-11-10 22:09:15 -0500,1352603355
Mik_Sung,84,2012-11-10 22:09:21 -0500,1352603361
JustBecauseFun,91,2012-11-10 22:09:27 -0500,1352603367
Kashmir24,90,2012-11-10 22:09:32 -0500,1352603372
cuteoptimist,92,2012-11-10 22:09:38 -0500,1352603378
Meralee,84,2012-11-10 22:09:43 -0500,1352603383
Steph_Drum13,93,2012-11-10 22:09:49 -0500,1352603389
rbear8888,81,2012-11-10 22:09:54 -0500,1352603394
ItalianRiceball,95,2012-11-10 22:10:00 -0500,1352603400
WendyMIT,79,2012-11-10 22:10:05 -0500,1352603405
PanterraX,81,2012-11-10 22:10:11 -0500,1352603411
GoodIdeaMachine,93,2012-11-10 22:10:16 -0500,1352603416
swyhd22,92,2012-11-10 22:10:22 -0500,1352603422
efuhl,92,2012-11-10 22:10:27 -0500,1352603427
Aguella6,94,2012-11-10 22:10:33 -0500,1352603433
burntmarshmelow,93,2012-11-10 22:10:38 -0500,1352603438
KaeM16,91,2012-11-10 22:10:44 -0500,1352603444
eliza_jd,91,2012-11-10 22:10:49 -0500,1352603449
cakesalad,89,2012-11-10 22:10:55 -0500,1352603455
needarb,80,2012-11-10 22:11:00 -0500,1352603460
theeamesera,85,2012-11-10 22:11:06 -0500,1352603466
bankbank,92,2012-11-10 22:11:11 -0500,1352603471
Kaytee986,94,2012-11-10 22:11:17 -0500,1352603477
kme7151,88,2012-11-10 22:11:22 -0500,1352603482
redsocks4you,89,2012-11-10 22:11:27 -0500,1352603487
ajwyman,89,2012-11-10 22:11:33 -0500,1352603493
bess_intentions,92,2012-11-10 22:11:38 -0500,1352603498
Leigh_of_Ann,84,2012-11-10 22:11:44 -0500,1352603504
Amanda96923,90,2012-11-10 22:11:50 -0500,1352603510
Lella88,94,2012-11-10 22:11:56 -0500,1352603516
KatosaurusRex,89,2012-11-10 22:12:01 -0500,1352603521
melhanna,90,2012-11-10 22:12:07 -0500,1352603527
symbiontic,95,2012-11-10 22:12:12 -0500,1352603532
Floppog,94,2012-11-10 22:12:18 -0500,1352603538
so%C3%B1adoracita,82,2012-11-10 22:12:23 -0500,1352603543
britbran,87,2012-11-10 22:12:29 -0500,1352603549
ourdeal8,87,2012-11-10 22:12:34 -0500,1352603554
_temetnosce,89,2012-11-10 22:12:40 -0500,1352603560
Katy_A,86,2012-11-10 22:12:45 -0500,1352603565
kcg13,90,2012-11-10 22:12:51 -0500,1352603571
Orbital_Laika,92,2012-11-10 22:12:56 -0500,1352603576
vale_huevo,88,2012-11-10 22:13:02 -0500,1352603582
socialistthreat,84,2012-11-10 22:13:07 -0500,1352603587
Lindsors_,95,2012-11-10 22:13:13 -0500,1352603593
katiebee85,92,2012-11-10 22:13:19 -0500,1352603599
littlegreyhonda,91,2012-11-10 22:13:24 -0500,1352603604
SamanthaAnne42,93,2012-11-10 22:13:29 -0500,1352603609
bostonsoprano,86,2012-11-10 22:13:35 -0500,1352603615
xwordhappy,90,2012-11-10 22:13:41 -0500,1352603621
Malenkaya_Sova,86,2012-11-10 22:13:46 -0500,1352603626
_tesseractyl_,88,2012-11-10 22:13:52 -0500,1352603632
jdshan,90,2012-11-10 22:13:57 -0500,1352603637
HurricanElaine,94,2012-11-10 22:14:03 -0500,1352603643
lyndsey412,84,2012-11-10 22:14:08 -0500,1352603648
elizabethak16,94,2012-11-10 22:14:14 -0500,1352603654
raccha,88,2012-11-10 22:14:19 -0500,1352603659
faitdecompli,93,2012-11-10 22:14:25 -0500,1352603665
leahk9,89,2012-11-10 22:14:30 -0500,1352603670
leahk9,89,2012-11-10 22:14:36 -0500,1352603676
shout_it_out,94,2012-11-10 22:14:41 -0500,1352603681
KaeM16,91,2012-11-10 22:14:47 -0500,1352603687
kkiramarie,92,2012-11-10 22:14:52 -0500,1352603692
sweetserenity04,83,2012-11-10 22:14:58 -0500,1352603698
MyInitials24,92,2012-11-10 22:15:03 -0500,1352603703
GoodIdeaMachine,93,2012-11-10 22:15:09 -0500,1352603709
asho123,83,2012-11-10 22:15:14 -0500,1352603714
stardust122,83,2012-11-10 22:15:20 -0500,1352603720
pinkxox221,77,2012-11-10 22:15:25 -0500,1352603725
word_wanderer,91,2012-11-10 22:15:30 -0500,1352603730
V-Lovely,94,2012-11-10 22:15:36 -0500,1352603736
ka023,91,2012-11-10 22:15:41 -0500,1352603741
teachasaurus81,80,2012-11-10 22:15:47 -0500,1352603747
RANSAC,89,2012-11-10 22:15:53 -0500,1352603753
fragmentaryblue,88,2012-11-10 22:15:58 -0500,1352603758
sartorially,82,2012-11-10 22:16:04 -0500,1352603764
blueblueblue345,91,2012-11-10 22:16:09 -0500,1352603769
crouchingdragon,95,2012-11-10 22:16:15 -0500,1352603775
GoCrimson13,85,2012-11-10 22:16:20 -0500,1352603780
Farigirrl,78,2012-11-10 22:16:25 -0500,1352603785
ElectricSauce,91,2012-11-10 22:16:31 -0500,1352603791
ab01,90,2012-11-10 22:16:36 -0500,1352603796
bluerenai,87,2012-11-10 22:16:42 -0500,1352603802
Orbital_Laika,92,2012-11-10 22:16:47 -0500,1352603807
SDE1326,87,2012-11-10 22:16:53 -0500,1352603813
shitwascash,85,2012-11-10 22:16:58 -0500,1352603818
waveswinger34,91,2012-11-10 22:17:04 -0500,1352603824
kfpowell,93,2012-11-10 22:17:10 -0500,1352603830
mmadz,94,2012-11-10 22:17:15 -0500,1352603835
thingsnotsaid,95,2012-11-10 22:17:21 -0500,1352603841
ChesireSmile,85,2012-11-10 22:17:27 -0500,1352603847
faitdecompli,93,2012-11-10 22:17:32 -0500,1352603852
MyriadDystopias,95,2012-11-10 22:17:37 -0500,1352603857
gypsybeats,88,2012-11-10 22:17:43 -0500,1352603863
unicornkate,87,2012-11-10 22:17:48 -0500,1352603868
99lillies,94,2012-11-10 22:17:54 -0500,1352603874
gambolholic,93,2012-11-10 22:17:59 -0500,1352603879
sirensong63,96,2012-11-10 22:18:05 -0500,1352603885
bpie1,94,2012-11-10 22:18:10 -0500,1352603890
ForeignWindow,96,2012-11-10 22:18:16 -0500,1352603896
MoxyinaBox,91,2012-11-10 22:18:21 -0500,1352603901
317537upsdn,85,2012-11-10 22:18:27 -0500,1352603907
Madmagzz,90,2012-11-10 22:18:32 -0500,1352603912
catattackz,87,2012-11-10 22:18:38 -0500,1352603918
okayenchilada,82,2012-11-10 22:18:43 -0500,1352603923
chocobanana7228,91,2012-11-10 22:18:49 -0500,1352603929
NicoleE22,85,2012-11-10 22:18:54 -0500,1352603934
Onetraveler89,90,2012-11-10 22:19:00 -0500,1352603940
Redblue4545,89,2012-11-10 22:19:05 -0500,1352603945
moonia,91,2012-11-10 22:19:11 -0500,1352603951
magnoliagray,90,2012-11-10 22:19:16 -0500,1352603956
schatziscarboro,91,2012-11-10 22:19:22 -0500,1352603962
zyqv,88,2012-11-10 22:19:27 -0500,1352603967
BostonianJ,85,2012-11-10 22:19:33 -0500,1352603973
gemhb,93,2012-11-10 22:19:39 -0500,1352603979
shortnsouthern,90,2012-11-10 22:19:44 -0500,1352603984
amanda_m_10,82,2012-11-10 22:19:50 -0500,1352603990
alijb1214,94,2012-11-10 22:19:55 -0500,1352603995
cuteoptimist,92,2012-11-10 22:20:01 -0500,1352604001
Shootenanny,90,2012-11-10 22:20:06 -0500,1352604006
esoteric_entity,91,2012-11-10 22:20:11 -0500,1352604011
rockandrye,88,2012-11-10 22:20:17 -0500,1352604017
PenguinSox,92,2012-11-10 22:20:22 -0500,1352604022
schmeadeinabox,92,2012-11-10 22:20:28 -0500,1352604028
hazeljay,89,2012-11-10 22:20:33 -0500,1352604033
bethashley,84,2012-11-10 22:20:39 -0500,1352604039
LLJune,87,2012-11-10 22:20:44 -0500,1352604044
anastasiathecat,82,2012-11-10 22:20:50 -0500,1352604050
ZombiePanda10,91,2012-11-10 22:20:56 -0500,1352604056
Emlaurel,90,2012-11-10 22:21:01 -0500,1352604061
Kaethe-,89,2012-11-10 22:21:07 -0500,1352604067
mrsfridaynext,94,2012-11-10 22:21:12 -0500,1352604072
aria000,93,2012-11-10 22:21:18 -0500,1352604078
MargerieSB,94,2012-11-10 22:21:23 -0500,1352604083
valuhree,94,2012-11-10 22:21:29 -0500,1352604089
aml8604,90,2012-11-10 22:21:34 -0500,1352604094
tin_house,89,2012-11-10 22:21:40 -0500,1352604100
leah_mc,79,2012-11-10 22:21:45 -0500,1352604105
mollysomerville,84,2012-11-10 22:21:51 -0500,1352604111
mollysomerville,84,2012-11-10 22:21:56 -0500,1352604116
kan0021,96,2012-11-10 22:22:02 -0500,1352604122
maebe83,82,2012-11-10 22:22:07 -0500,1352604127
maebe_funke,94,2012-11-10 22:22:13 -0500,1352604133
random_rules_,93,2012-11-10 22:22:18 -0500,1352604138
AMF_Radio,88,2012-11-10 22:22:24 -0500,1352604144
chocobanana7228,91,2012-11-10 22:22:29 -0500,1352604149
DaniJ2012,86,2012-11-10 22:22:35 -0500,1352604155
ltaliafe,78,2012-11-10 22:22:40 -0500,1352604160
anne330,94,2012-11-10 22:22:46 -0500,1352604166
blueblueblue345,91,2012-11-10 22:22:51 -0500,1352604171
FadedSidhe,88,2012-11-10 22:22:57 -0500,1352604177
GrayGirl22,86,2012-11-10 22:23:02 -0500,1352604182
hirondelle13,96,2012-11-10 22:23:08 -0500,1352604188
LiveToCook87,94,2012-11-10 22:23:13 -0500,1352604193
_MomaDance_,93,2012-11-10 22:23:18 -0500,1352604198
kakakakakaa,92,2012-11-10 22:23:24 -0500,1352604204
kakakakakaa,92,2012-11-10 22:23:30 -0500,1352604210
sexykittenmeeow,81,2012-11-10 22:23:35 -0500,1352604215
Gypseaa,90,2012-11-10 22:23:41 -0500,1352604221
CallMeClare,90,2012-11-10 22:23:47 -0500,1352604227
herownway_,86,2012-11-10 22:23:52 -0500,1352604232
kkiramarie,92,2012-11-10 22:23:57 -0500,1352604237
hollabc,90,2012-11-10 22:24:03 -0500,1352604243
redhead21890,83,2012-11-10 22:24:08 -0500,1352604248
loudmouthsoup,97,2012-11-10 22:24:14 -0500,1352604254
heartcrane,89,2012-11-10 22:24:19 -0500,1352604259
Kellcore,83,2012-11-10 22:24:25 -0500,1352604265
emlandia,93,2012-11-10 22:24:30 -0500,1352604270
_JoannaBanana_,90,2012-11-10 22:24:36 -0500,1352604276
miranda_tempest,92,2012-11-10 22:24:41 -0500,1352604281
I_am_seeseasi,94,2012-11-10 22:24:47 -0500,1352604287
kaddy1030,90,2012-11-10 22:24:53 -0500,1352604293
Dana-Redde,97,2012-11-10 22:24:58 -0500,1352604298
shout_it_out,94,2012-11-10 22:25:04 -0500,1352604304
elizabethak16,94,2012-11-10 22:25:09 -0500,1352604309
Calliope,96,2012-11-10 22:25:15 -0500,1352604315
lovedrunkhaze,85,2012-11-10 22:25:20 -0500,1352604320
crouchingdragon,95,2012-11-10 22:25:26 -0500,1352604326
StartswithQ,91,2012-11-10 22:25:31 -0500,1352604331
ems4,91,2012-11-10 22:25:36 -0500,1352604336
IsabellaThe1st,96,2012-11-10 22:25:42 -0500,1352604342
Mont_Blanc,89,2012-11-10 22:25:47 -0500,1352604347
Kashmir24,90,2012-11-10 22:25:53 -0500,1352604353
woohool,94,2012-11-10 22:25:58 -0500,1352604358
sarahsayshowdy,79,2012-11-10 22:26:04 -0500,1352604364
LMVH47,84,2012-11-10 22:26:10 -0500,1352604370
greenflash47,94,2012-11-10 22:26:15 -0500,1352604375
_debstep_,96,2012-11-10 22:26:20 -0500,1352604380
jbrady91,92,2012-11-10 22:26:26 -0500,1352604386
MissMetalMimosa,93,2012-11-10 22:26:31 -0500,1352604391
turdterrorist,80,2012-11-10 22:26:37 -0500,1352604397
tukitukidance,97,2012-11-10 22:26:42 -0500,1352604402
glj3533,83,2012-11-10 22:26:48 -0500,1352604408
glj3533,83,2012-11-10 22:26:53 -0500,1352604413
okelligator,85,2012-11-10 22:26:59 -0500,1352604419
starsinator,90,2012-11-10 22:27:04 -0500,1352604424
katrinas13,93,2012-11-10 22:27:10 -0500,1352604430
rndm88,90,2012-11-10 22:27:15 -0500,1352604435
JuliaRea286,85,2012-11-10 22:27:21 -0500,1352604441
djlewi07,92,2012-11-10 22:27:27 -0500,1352604447
Michesse,90,2012-11-10 22:27:32 -0500,1352604452
slivs,92,2012-11-10 22:27:38 -0500,1352604458
mcallistera,92,2012-11-10 22:27:43 -0500,1352604463
Sercq,94,2012-11-10 22:27:49 -0500,1352604469
turtle_island,93,2012-11-10 22:27:54 -0500,1352604474
Voudy,86,2012-11-10 22:28:00 -0500,1352604480
redguitar16,90,2012-11-10 22:28:05 -0500,1352604485
OmegaNebula,93,2012-11-10 22:28:11 -0500,1352604491
mydavinci,92,2012-11-10 22:28:16 -0500,1352604496
yambarukuina,86,2012-11-10 22:28:21 -0500,1352604501
canelareina,88,2012-11-10 22:28:27 -0500,1352604507
papagena71,94,2012-11-10 22:28:32 -0500,1352604512
jujukoo,90,2012-11-10 22:28:38 -0500,1352604518
Not_a_Jellyfish,92,2012-11-10 22:28:44 -0500,1352604524
owlymay,85,2012-11-10 22:28:49 -0500,1352604529
pumpkin_dreams,92,2012-11-10 22:28:55 -0500,1352604535
shelby_m81,87,2012-11-10 22:29:00 -0500,1352604540
KindaShy39,85,2012-11-10 22:29:05 -0500,1352604545
kjm1989,88,2012-11-10 22:29:11 -0500,1352604551
hola_granola,88,2012-11-10 22:29:16 -0500,1352604556
joypowers,93,2012-11-10 22:29:22 -0500,1352604562
CatMor,86,2012-11-10 22:29:27 -0500,1352604567
trillviaplath,92,2012-11-10 22:29:33 -0500,1352604573
ragdawl81,96,2012-11-10 22:29:38 -0500,1352604578
BrittneyF,90,2012-11-10 22:29:44 -0500,1352604584
muf7130030,93,2012-11-10 22:29:49 -0500,1352604589
caseofi,94,2012-11-10 22:29:55 -0500,1352604595
tophat_owl,83,2012-11-10 22:30:01 -0500,1352604601
wintermysecret,93,2012-11-10 22:30:06 -0500,1352604606
Messawise,91,2012-11-10 22:30:12 -0500,1352604612
djskillet,92,2012-11-10 22:30:17 -0500,1352604617
sassy_674,90,2012-11-10 22:30:23 -0500,1352604623
AnchoRose,88,2012-11-10 22:30:28 -0500,1352604628
shitwascash,85,2012-11-10 22:30:33 -0500,1352604633
stickerbook,89,2012-11-10 22:30:39 -0500,1352604639
3two1contact,92,2012-11-10 22:30:44 -0500,1352604644
ckendrick,88,2012-11-10 22:30:50 -0500,1352604650
ragdawl81,96,2012-11-10 22:30:55 -0500,1352604655
aspiringalice,88,2012-11-10 22:31:01 -0500,1352604661
lbd1984,88,2012-11-10 22:31:06 -0500,1352604666
jennalee453,77,2012-11-10 22:31:12 -0500,1352604672
mellp,79,2012-11-10 22:31:18 -0500,1352604678
the_mockingjay,91,2012-11-10 22:31:23 -0500,1352604683
the_mockingjay,91,2012-11-10 22:31:29 -0500,1352604689
b_fair,95,2012-11-10 22:31:34 -0500,1352604694
Fructose7,92,2012-11-10 22:31:40 -0500,1352604700
valuhree,94,2012-11-10 22:31:45 -0500,1352604705
emsayshey,93,2012-11-10 22:31:50 -0500,1352604710
Kristen603,88,2012-11-10 22:31:56 -0500,1352604716
yoyouyue,93,2012-11-10 22:32:01 -0500,1352604721
ksamarak,88,2012-11-10 22:32:07 -0500,1352604727
HurricanElaine,94,2012-11-10 22:32:12 -0500,1352604732
slc212,93,2012-11-10 22:32:18 -0500,1352604738
beckchristensen,92,2012-11-10 22:32:23 -0500,1352604743
jeunething,91,2012-11-10 22:32:29 -0500,1352604749
smiley0825,80,2012-11-10 22:32:35 -0500,1352604755
Calliope,96,2012-11-10 22:32:40 -0500,1352604760
Kimpressive,91,2012-11-10 22:32:46 -0500,1352604766
nicabou,94,2012-11-10 22:32:51 -0500,1352604771
StartswithQ,91,2012-11-10 22:32:57 -0500,1352604777
cdd87,81,2012-11-10 22:33:02 -0500,1352604782
exopotamie,91,2012-11-10 22:33:08 -0500,1352604788
RiyaBee,89,2012-11-10 22:33:13 -0500,1352604793
InnerOctopus,86,2012-11-10 22:33:19 -0500,1352604799
MarlahhSinger,85,2012-11-10 22:33:24 -0500,1352604804
ruemanities,95,2012-11-10 22:33:30 -0500,1352604810
asl27,86,2012-11-10 22:33:35 -0500,1352604815
Iveagh1251,91,2012-11-10 22:33:41 -0500,1352604821
TaosNewMexico,93,2012-11-10 22:33:46 -0500,1352604826
ratherest,96,2012-11-10 22:33:52 -0500,1352604832
myriadgreen,90,2012-11-10 22:33:57 -0500,1352604837
wololosaurus,94,2012-11-10 22:34:03 -0500,1352604843
library_queen,96,2012-11-10 22:34:08 -0500,1352604848
Christine6369,87,2012-11-10 22:34:14 -0500,1352604854
miranda_tempest,92,2012-11-10 22:34:19 -0500,1352604859
ferdulinus,93,2012-11-10 22:34:24 -0500,1352604864
sol-jour,89,2012-11-10 22:34:30 -0500,1352604870
Amanda_LL,94,2012-11-10 22:34:35 -0500,1352604875
yanka378,82,2012-11-10 22:34:41 -0500,1352604881
emyaff,93,2012-11-10 22:34:46 -0500,1352604886
