username,match,date,unixdate
flowerchild_88,94,2012-11-10 22:34:52 -0500,1352604892
cuteoptimist,92,2012-11-10 22:34:57 -0500,1352604897
exoticwombat,72,2012-11-10 22:35:03 -0500,1352604903
sirensong63,96,2012-11-10 22:35:09 -0500,1352604909
Glamorouss,83,2012-11-10 22:35:14 -0500,1352604914
Veronique101,95,2012-11-10 22:35:20 -0500,1352604920
dorisey1016,93,2012-11-10 22:35:25 -0500,1352604925
rivalries,96,2012-11-10 22:35:31 -0500,1352604931
katrinas13,93,2012-11-10 22:35:36 -0500,1352604936
whitegreenrose,80,2012-11-10 22:35:42 -0500,1352604942
emilymarie1987,86,2012-11-10 22:35:47 -0500,1352604947
Redblue4545,89,2012-11-10 22:35:53 -0500,1352604953
analiciavila,91,2012-11-10 22:35:58 -0500,1352604958
JAD1022,92,2012-11-10 22:36:04 -0500,1352604964
gina_gizella,76,2012-11-10 22:36:09 -0500,1352604969
LyraSilvatongue,89,2012-11-10 22:36:15 -0500,1352604975
Amairis,92,2012-11-10 22:36:20 -0500,1352604980
Laurenderusha,82,2012-11-10 22:36:26 -0500,1352604986
burntmarshmelow,93,2012-11-10 22:36:31 -0500,1352604991
ashbots,87,2012-11-10 22:36:37 -0500,1352604997
MoxyinaBox,91,2012-11-10 22:36:42 -0500,1352605002
Jeslowen,88,2012-11-10 22:36:48 -0500,1352605008
wa5teofpaint,95,2012-11-10 22:36:53 -0500,1352605013
soccerfish,96,2012-11-10 22:36:59 -0500,1352605019
b_rly,85,2012-11-10 22:37:04 -0500,1352605024
Amanda96923,90,2012-11-10 22:37:10 -0500,1352605030
Lils425,87,2012-11-10 22:37:15 -0500,1352605035
AnnieHavoc,92,2012-11-10 22:37:21 -0500,1352605041
Rosanaa,88,2012-11-10 22:37:26 -0500,1352605046
brightyelloww,89,2012-11-10 22:37:32 -0500,1352605052
Flowers53,86,2012-11-10 22:37:38 -0500,1352605058
dak88,86,2012-11-10 22:37:43 -0500,1352605063
Liz715,88,2012-11-10 22:37:49 -0500,1352605069
run-cmd,85,2012-11-10 22:37:54 -0500,1352605074
etb411,85,2012-11-10 22:37:59 -0500,1352605079
KeepUpNow,91,2012-11-10 22:38:05 -0500,1352605085
flyaway07,94,2012-11-10 22:38:10 -0500,1352605090
shelby_m81,87,2012-11-10 22:38:16 -0500,1352605096
mleft214,93,2012-11-10 22:38:21 -0500,1352605101
-real-talk-,94,2012-11-10 22:38:27 -0500,1352605107
redpepper1888,75,2012-11-10 22:38:32 -0500,1352605112
cakesalad,89,2012-11-10 22:38:38 -0500,1352605118
library_queen,96,2012-11-10 22:38:43 -0500,1352605123
amyella2,93,2012-11-10 22:38:49 -0500,1352605129
kyxcereal,96,2012-11-10 22:38:55 -0500,1352605135
htrhth,87,2012-11-10 22:39:00 -0500,1352605140
Ju_fun,88,2012-11-10 22:39:06 -0500,1352605146
lparedes24,90,2012-11-10 22:39:11 -0500,1352605151
ka023,91,2012-11-10 22:39:17 -0500,1352605157
ceciestuntest,90,2012-11-10 22:39:22 -0500,1352605162
bottleofjoules,81,2012-11-10 22:39:28 -0500,1352605168
magnoliagray,90,2012-11-10 22:39:33 -0500,1352605173
zutana,86,2012-11-10 22:39:39 -0500,1352605179
o-jackie-o,94,2012-11-10 22:39:44 -0500,1352605184
aglingan,90,2012-11-10 22:39:49 -0500,1352605189
liban_girl,83,2012-11-10 22:39:55 -0500,1352605195
V-Lovely,94,2012-11-10 22:40:00 -0500,1352605200
jmavery,82,2012-11-10 22:40:06 -0500,1352605206
KateyO13,93,2012-11-10 22:40:12 -0500,1352605212
maja_zg_to_df,88,2012-11-10 22:40:17 -0500,1352605217
j_hope,82,2012-11-10 22:40:23 -0500,1352605223
LLJune,87,2012-11-10 22:40:28 -0500,1352605228
specialration,95,2012-11-10 22:40:33 -0500,1352605233
brightyelloww,89,2012-11-10 22:40:39 -0500,1352605239
exopotamie,91,2012-11-10 22:40:44 -0500,1352605244
vintageviking,92,2012-11-10 22:40:50 -0500,1352605250
JuliaRea286,85,2012-11-10 22:40:55 -0500,1352605255
swimjuls13,91,2012-11-10 22:41:01 -0500,1352605261
urban-wanderer,92,2012-11-10 22:41:06 -0500,1352605266
JennyH0122,88,2012-11-10 22:41:12 -0500,1352605272
ragdawl81,96,2012-11-10 22:41:17 -0500,1352605277
Callmekeira,90,2012-11-10 22:41:23 -0500,1352605283
AUe12,94,2012-11-10 22:41:29 -0500,1352605289
EllisJB,92,2012-11-10 22:41:34 -0500,1352605294
erikaamerika,93,2012-11-10 22:41:40 -0500,1352605300
spamba,92,2012-11-10 22:41:45 -0500,1352605305
marmar2319,92,2012-11-10 22:41:51 -0500,1352605311
eKatalyst,87,2012-11-10 22:41:56 -0500,1352605316
AspenLikeATree,95,2012-11-10 22:42:02 -0500,1352605322
tmc47,89,2012-11-10 22:42:07 -0500,1352605327
justacreepa,87,2012-11-10 22:42:13 -0500,1352605333
hurlygirl2095,94,2012-11-10 22:42:18 -0500,1352605338
ScoutMcGee,86,2012-11-10 22:42:24 -0500,1352605344
Josuena,88,2012-11-10 22:42:29 -0500,1352605349
SgtPepperjack,91,2012-11-10 22:42:35 -0500,1352605355
greenflash47,94,2012-11-10 22:42:40 -0500,1352605360
purpledash,94,2012-11-10 22:42:46 -0500,1352605366
fox-confessor,94,2012-11-10 22:42:51 -0500,1352605371
remelly,89,2012-11-10 22:42:57 -0500,1352605377
junebug110,91,2012-11-10 22:43:02 -0500,1352605382
KimLW,92,2012-11-10 22:43:08 -0500,1352605388
BlondeAbroad,96,2012-11-10 22:43:13 -0500,1352605393
Morrgain,90,2012-11-10 22:43:19 -0500,1352605399
bostongirl845,94,2012-11-10 22:43:24 -0500,1352605404
FadeByNorth,91,2012-11-10 22:43:30 -0500,1352605410
elizabeth1013,81,2012-11-10 22:43:35 -0500,1352605415
sufficeittosay,96,2012-11-10 22:43:41 -0500,1352605421
SassySouth,70,2012-11-10 22:43:46 -0500,1352605426
traveler5015,86,2012-11-10 22:43:52 -0500,1352605432
ZombiePanda10,91,2012-11-10 22:43:57 -0500,1352605437
SophyThatsThat,96,2012-11-10 22:44:03 -0500,1352605443
ninab9,83,2012-11-10 22:44:08 -0500,1352605448
liaskye,92,2012-11-10 22:44:14 -0500,1352605454
joypowers,93,2012-11-10 22:44:19 -0500,1352605459
leahk9,89,2012-11-10 22:44:25 -0500,1352605465
yoyouyue,93,2012-11-10 22:44:30 -0500,1352605470
DBabineau,92,2012-11-10 22:44:36 -0500,1352605476
shellyK7,92,2012-11-10 22:44:41 -0500,1352605481
knabino,94,2012-11-10 22:44:47 -0500,1352605487
OmegaNebula,93,2012-11-10 22:44:52 -0500,1352605492
dorothypop,89,2012-11-10 22:44:58 -0500,1352605498
ssc510,83,2012-11-10 22:45:03 -0500,1352605503
momo0325,73,2012-11-10 22:45:08 -0500,1352605508
journolover,90,2012-11-10 22:45:14 -0500,1352605514
wildmage716,92,2012-11-10 22:45:20 -0500,1352605520
Fenarito,89,2012-11-10 22:45:26 -0500,1352605526
strange_loops,86,2012-11-10 22:45:31 -0500,1352605531
MargerieSB,94,2012-11-10 22:45:37 -0500,1352605537
KaterinaY,88,2012-11-10 22:45:42 -0500,1352605542
Onetraveler89,90,2012-11-10 22:45:47 -0500,1352605547
Amanda96923,90,2012-11-10 22:45:53 -0500,1352605553
ferdulinus,93,2012-11-10 22:45:59 -0500,1352605559
emireb,87,2012-11-10 22:46:04 -0500,1352605564
DidoOfCarthage,88,2012-11-10 22:46:10 -0500,1352605570
ragdawl81,96,2012-11-10 22:46:15 -0500,1352605575
FadeByNorth,91,2012-11-10 22:46:21 -0500,1352605581
Evie3217,94,2012-11-10 22:46:26 -0500,1352605586
gogirl22,79,2012-11-10 22:46:31 -0500,1352605591
labrat_12,83,2012-11-10 22:46:37 -0500,1352605597
twinkletoeslady,87,2012-11-10 22:46:43 -0500,1352605603
msf2010,89,2012-11-10 22:46:48 -0500,1352605608
fs244,94,2012-11-10 22:46:54 -0500,1352605614
Susanec,85,2012-11-10 22:46:59 -0500,1352605619
maizeblue_girl,82,2012-11-10 22:47:04 -0500,1352605624
sciencechick_1,91,2012-11-10 22:47:10 -0500,1352605630
cam123428,84,2012-11-10 22:47:15 -0500,1352605635
aedyth,83,2012-11-10 22:47:21 -0500,1352605641
FauxCanadienne,90,2012-11-10 22:47:26 -0500,1352605646
caseofi,94,2012-11-10 22:47:32 -0500,1352605652
ss2564,89,2012-11-10 22:47:37 -0500,1352605657
Canadienne514,88,2012-11-10 22:47:43 -0500,1352605663
HotPotOfCoffee,93,2012-11-10 22:47:48 -0500,1352605668
wakawaka_88,88,2012-11-10 22:47:54 -0500,1352605674
Jacq08,92,2012-11-10 22:48:00 -0500,1352605680
bubby465,94,2012-11-10 22:48:05 -0500,1352605685
Southernmoon,83,2012-11-10 22:48:11 -0500,1352605691
vickie852,87,2012-11-10 22:48:16 -0500,1352605696
esquila,90,2012-11-10 22:48:22 -0500,1352605702
MetalG0ddess,87,2012-11-10 22:48:27 -0500,1352605707
justjkay,94,2012-11-10 22:48:33 -0500,1352605713
MissVirgoQueen,88,2012-11-10 22:48:38 -0500,1352605718
NC585,89,2012-11-10 22:48:44 -0500,1352605724
EAK36,89,2012-11-10 22:48:49 -0500,1352605729
MSKD1214,82,2012-11-10 22:48:55 -0500,1352605735
CatieJacobin91,83,2012-11-10 22:49:00 -0500,1352605740
library_queen,96,2012-11-10 22:49:05 -0500,1352605745
lnw9708,92,2012-11-10 22:49:11 -0500,1352605751
lnw9708,92,2012-11-10 22:49:17 -0500,1352605757
skigurl3,91,2012-11-10 22:49:22 -0500,1352605762
wolfie315,80,2012-11-10 22:49:28 -0500,1352605768
llama666_taco,88,2012-11-10 22:49:33 -0500,1352605773
aameliee,94,2012-11-10 22:49:39 -0500,1352605779
Opal_Eyes_,90,2012-11-10 22:49:44 -0500,1352605784
ashmae007,90,2012-11-10 22:49:49 -0500,1352605789
drivingmzlizzy,93,2012-11-10 22:49:55 -0500,1352605795
djskillet,92,2012-11-10 22:50:00 -0500,1352605800
3two1contact,92,2012-11-10 22:50:06 -0500,1352605806
kaitlin3,93,2012-11-10 22:50:11 -0500,1352605811
iDesign89,88,2012-11-10 22:50:17 -0500,1352605817
neonmarshmallow,92,2012-11-10 22:50:22 -0500,1352605822
djlewi07,92,2012-11-10 22:50:28 -0500,1352605828
EllsworthKelly,91,2012-11-10 22:50:34 -0500,1352605834
coffeeoreo86,92,2012-11-10 22:50:39 -0500,1352605839
Skepticious,93,2012-11-10 22:50:45 -0500,1352605845
virtueturnsvice,92,2012-11-10 22:50:51 -0500,1352605851
casazul916,91,2012-11-10 22:50:56 -0500,1352605856
jls686,88,2012-11-10 22:51:02 -0500,1352605862
too_much_fro_yo,96,2012-11-10 22:51:07 -0500,1352605867
noclue4aname,80,2012-11-10 22:51:12 -0500,1352605872
go_ali,89,2012-11-10 22:51:18 -0500,1352605878
summerwriter,89,2012-11-10 22:51:23 -0500,1352605883
hazeljay,89,2012-11-10 22:51:29 -0500,1352605889
JAD1022,92,2012-11-10 22:51:34 -0500,1352605894
emcarps,92,2012-11-10 22:51:40 -0500,1352605900
Kellcore,83,2012-11-10 22:51:46 -0500,1352605906
twigthewonder,88,2012-11-10 22:51:51 -0500,1352605911
greatexperiment,83,2012-11-10 22:51:56 -0500,1352605916
waywardnomad,94,2012-11-10 22:52:02 -0500,1352605922
okfiddle,93,2012-11-10 22:52:07 -0500,1352605927
awild___appears,93,2012-11-10 22:52:13 -0500,1352605933
theeamesera,85,2012-11-10 22:52:18 -0500,1352605938
rthorn75,86,2012-11-10 22:52:24 -0500,1352605944
sojb_taco,91,2012-11-10 22:52:29 -0500,1352605949
womcat,86,2012-11-10 22:52:34 -0500,1352605954
twolfgan,88,2012-11-11 11:46:15 -0500,1352652375
Kleighton1,91,2012-11-11 11:46:21 -0500,1352652381
melhanna,90,2012-11-11 11:46:26 -0500,1352652386
bpie1,94,2012-11-11 11:46:32 -0500,1352652392
dana4578,81,2012-11-11 11:46:37 -0500,1352652397
rosasky88,94,2012-11-11 11:46:42 -0500,1352652402
Christine6369,87,2012-11-11 11:46:48 -0500,1352652408
undahscoahtaco,94,2012-11-11 11:46:53 -0500,1352652413
msrisa,85,2012-11-11 11:46:59 -0500,1352652419
LRvintagegirl,89,2012-11-11 11:47:05 -0500,1352652425
TigrisVirgata,89,2012-11-11 11:47:10 -0500,1352652430
emyaff,93,2012-11-11 11:47:15 -0500,1352652435
red7432,88,2012-11-11 11:47:21 -0500,1352652441
catattackz,86,2012-11-11 11:47:26 -0500,1352652446
handsandknees,90,2012-11-11 11:47:32 -0500,1352652452
dkat614,87,2012-11-11 11:47:38 -0500,1352652458
lucialu62,90,2012-11-11 11:47:43 -0500,1352652463
Susanec,85,2012-11-11 11:47:49 -0500,1352652469
tinajayy,85,2012-11-11 11:47:54 -0500,1352652474
rhymeswithbagel,87,2012-11-11 11:48:00 -0500,1352652480
Karennnina,89,2012-11-11 11:48:05 -0500,1352652485
lacedflower,94,2012-11-11 11:48:10 -0500,1352652490
Katie_Austra,81,2012-11-11 11:48:16 -0500,1352652496
jetsetter001,93,2012-11-11 11:48:21 -0500,1352652501
riverforasong,70,2012-11-11 11:48:27 -0500,1352652507
miz2718,88,2012-11-11 11:48:32 -0500,1352652512
ElectricSauce,91,2012-11-11 11:48:38 -0500,1352652518
nooshlady,82,2012-11-11 11:48:43 -0500,1352652523
_eliza-,92,2012-11-11 11:48:49 -0500,1352652529
ldervy,82,2012-11-11 11:48:55 -0500,1352652535
epistolly,81,2012-11-11 11:49:01 -0500,1352652541
library_queen,96,2012-11-11 11:49:06 -0500,1352652546
cali619girl,90,2012-11-11 11:49:12 -0500,1352652552
hurlygirl2095,94,2012-11-11 11:49:17 -0500,1352652557
nb_somervile,87,2012-11-11 11:49:23 -0500,1352652563
AGM26,89,2012-11-11 11:49:28 -0500,1352652568
hannah_29,95,2012-11-11 11:49:34 -0500,1352652574
mickaWhat,85,2012-11-11 11:49:40 -0500,1352652580
amanda_m_10,82,2012-11-11 11:49:45 -0500,1352652585
ashbots,87,2012-11-11 11:49:51 -0500,1352652591
coffeeoreo86,92,2012-11-11 11:49:56 -0500,1352652596
jay1203,87,2012-11-11 11:50:02 -0500,1352652602
MaryAurora,94,2012-11-11 11:50:25 -0500,1352652625
bluebird927,80,2012-11-11 11:50:30 -0500,1352652630
knockoutx,93,2012-11-11 11:50:36 -0500,1352652636
Amanda_LL,94,2012-11-11 11:50:41 -0500,1352652641
sweetcheekz8,91,2012-11-11 11:50:47 -0500,1352652647
Kathleen934,90,2012-11-11 11:50:52 -0500,1352652652
seraiseras,91,2012-11-11 11:50:58 -0500,1352652658
jayeemme,94,2012-11-11 11:51:03 -0500,1352652663
Lee_Lew,89,2012-11-11 11:51:09 -0500,1352652669
hcsul,92,2012-11-11 11:51:14 -0500,1352652674
mirrorarray,86,2012-11-11 11:51:19 -0500,1352652679
GuLzz,73,2012-11-11 11:51:25 -0500,1352652685
Bixbey,79,2012-11-11 11:51:30 -0500,1352652690
Calliope,96,2012-11-11 11:51:36 -0500,1352652696
shout_it_out,94,2012-11-11 11:51:42 -0500,1352652702
michelalala,94,2012-11-11 11:51:47 -0500,1352652707
Tecorerasaad,87,2012-11-11 11:51:53 -0500,1352652713
pareidolio,87,2012-11-11 11:51:58 -0500,1352652718
Allieokcupid,80,2012-11-11 11:52:04 -0500,1352652724
snappysquirrel,92,2012-11-11 11:52:09 -0500,1352652729
mpetitelife,84,2012-11-11 11:52:15 -0500,1352652735
Lynx1204,89,2012-11-11 11:52:20 -0500,1352652740
AmusedAbsurdity,94,2012-11-11 11:52:26 -0500,1352652746
nallya,87,2012-11-11 11:52:31 -0500,1352652751
Whisky_me_sour,88,2012-11-11 11:52:37 -0500,1352652757
julesasaurus,85,2012-11-11 11:52:42 -0500,1352652762
tinam11,94,2012-11-11 11:52:47 -0500,1352652767
Skepticious,93,2012-11-11 11:52:53 -0500,1352652773
jdshan,90,2012-11-11 11:52:59 -0500,1352652779
tinystormcloud,91,2012-11-11 11:53:04 -0500,1352652784
marvelsmarbles,87,2012-11-11 11:53:10 -0500,1352652790
AllstonGirl82,81,2012-11-11 11:53:15 -0500,1352652795
AnneDisaster,91,2012-11-11 11:53:21 -0500,1352652801
veronica02138,88,2012-11-11 11:53:26 -0500,1352652806
Flowers53,86,2012-11-11 11:53:32 -0500,1352652812
Flowers53,86,2012-11-11 11:53:37 -0500,1352652817
bess_intentions,92,2012-11-11 11:53:42 -0500,1352652822
KateyO13,93,2012-11-11 11:53:48 -0500,1352652828
Anna327Banana,88,2012-11-11 11:53:54 -0500,1352652834
RANSAC,89,2012-11-11 11:53:59 -0500,1352652839
KB27607,91,2012-11-11 11:54:05 -0500,1352652845
atc1412,85,2012-11-11 11:54:10 -0500,1352652850
Moonflowerfox,93,2012-11-11 11:54:16 -0500,1352652856
ferdulinus,93,2012-11-11 11:54:21 -0500,1352652861
wong20a,93,2012-11-11 11:54:27 -0500,1352652867
Watchwoman,92,2012-11-11 11:54:32 -0500,1352652872
Watchwoman,92,2012-11-11 11:54:38 -0500,1352652878
brookelby,84,2012-11-11 11:54:43 -0500,1352652883
elemehnohp,89,2012-11-11 11:54:49 -0500,1352652889
schmeadeinabox,92,2012-11-11 11:54:54 -0500,1352652894
polka-dotted,91,2012-11-11 11:55:00 -0500,1352652900
Messawise,91,2012-11-11 11:55:05 -0500,1352652905
roseberyl,88,2012-11-11 11:55:11 -0500,1352652911
_beetle_,79,2012-11-11 11:55:16 -0500,1352652916
D-Electrique,94,2012-11-11 11:55:22 -0500,1352652922
ar428,85,2012-11-11 11:55:27 -0500,1352652927
SarahO89,77,2012-11-11 11:55:33 -0500,1352652933
commodorewoman,91,2012-11-11 11:55:38 -0500,1352652938
sovietchai,92,2012-11-11 11:55:44 -0500,1352652944
jdrex87,99,2012-11-11 11:55:49 -0500,1352652949
valuhree,94,2012-11-11 11:55:55 -0500,1352652955
HeyImKate,87,2012-11-11 11:56:00 -0500,1352652960
SgtPepperjack,91,2012-11-11 11:56:06 -0500,1352652966
Charlieparka,81,2012-11-11 11:56:11 -0500,1352652971
thenewbettyboop,79,2012-11-11 11:56:17 -0500,1352652977
KirstenEloise,80,2012-11-11 11:56:22 -0500,1352652982
amr2m,78,2012-11-11 11:56:28 -0500,1352652988
cjw246,75,2012-11-11 11:56:33 -0500,1352652993
jms5704,90,2012-11-11 11:56:39 -0500,1352652999
mellp,79,2012-11-11 11:56:44 -0500,1352653004
mags888,93,2012-11-11 11:56:50 -0500,1352653010
babyburr,91,2012-11-11 11:56:55 -0500,1352653015
KatieMD84,83,2012-11-11 11:57:01 -0500,1352653021
sch33232,91,2012-11-11 11:57:06 -0500,1352653026
apriori10,95,2012-11-11 11:57:12 -0500,1352653032
lsmyth,94,2012-11-11 11:57:17 -0500,1352653037
audacitate,85,2012-11-11 11:57:23 -0500,1352653043
Hey_its_Dana,93,2012-11-11 11:57:28 -0500,1352653048
coruscatingly,90,2012-11-11 11:57:34 -0500,1352653054
JaneBird,92,2012-11-11 11:57:39 -0500,1352653059
fiona730,81,2012-11-11 11:57:45 -0500,1352653065
hirondelle13,96,2012-11-11 11:57:50 -0500,1352653070
Japple_,94,2012-11-11 11:57:56 -0500,1352653076
laceandlipstick,87,2012-11-11 11:58:01 -0500,1352653081
bookoes,82,2012-11-11 11:58:07 -0500,1352653087
human_meat,92,2012-11-11 11:58:12 -0500,1352653092
caseofi,94,2012-11-11 11:58:18 -0500,1352653098
hldenneh,89,2012-11-11 11:58:23 -0500,1352653103
bizelizabeth,84,2012-11-11 11:58:29 -0500,1352653109
jujukoo,90,2012-11-11 11:58:34 -0500,1352653114
JustBecauseFun,91,2012-11-11 11:58:40 -0500,1352653120
la_zawa,90,2012-11-11 11:58:45 -0500,1352653125
zombie_pocalypse,95,2012-11-11 11:58:51 -0500,1352653131
itmfl127,87,2012-11-11 11:58:56 -0500,1352653136
musiclover___,80,2012-11-11 11:59:02 -0500,1352653142
Mgn1987,95,2012-11-11 11:59:08 -0500,1352653148
word_wanderer,91,2012-11-11 11:59:13 -0500,1352653153
Ondy24,90,2012-11-11 11:59:18 -0500,1352653158
xenomeliac,95,2012-11-11 11:59:24 -0500,1352653164
Dinosaurees,83,2012-11-11 11:59:30 -0500,1352653170
theoremsforfree,89,2012-11-11 11:59:35 -0500,1352653175
317537upsdn,85,2012-11-11 11:59:41 -0500,1352653181
cccaraccc,95,2012-11-11 11:59:46 -0500,1352653186
cccaraccc,95,2012-11-11 11:59:51 -0500,1352653191
cccaraccc,95,2012-11-11 11:59:57 -0500,1352653197
jbrady91,92,2012-11-11 12:00:02 -0500,1352653202
fox-confessor,94,2012-11-11 12:00:08 -0500,1352653208
Lella88,94,2012-11-11 12:00:13 -0500,1352653213
Amanda_LL,94,2012-11-11 12:00:19 -0500,1352653219
yoyouyue,93,2012-11-11 12:00:24 -0500,1352653224
twigthewonder,88,2012-11-11 12:00:30 -0500,1352653230
HotPotOfCoffee,93,2012-11-11 12:00:35 -0500,1352653235
lanamei,96,2012-11-11 12:00:41 -0500,1352653241
MargerieSB,94,2012-11-11 12:00:47 -0500,1352653247
pumpkin_dreams,92,2012-11-11 12:00:52 -0500,1352653252
gardmol,89,2012-11-11 12:00:58 -0500,1352653258
BitingBullets,87,2012-11-11 12:01:03 -0500,1352653263
coastofnebraska,94,2012-11-11 12:01:08 -0500,1352653268
kaylam88,94,2012-11-11 12:01:14 -0500,1352653274
stunned_wallaby,90,2012-11-11 12:01:19 -0500,1352653279
beulahry,91,2012-11-11 12:01:25 -0500,1352653285
OKAmyTaco,93,2012-11-11 12:01:30 -0500,1352653290
jessmakesthings,92,2012-11-11 12:01:36 -0500,1352653296
coopers12,90,2012-11-11 12:01:41 -0500,1352653301
Kickit7272,84,2012-11-11 12:01:46 -0500,1352653306
jdrex87,99,2012-11-11 12:01:52 -0500,1352653312
espressobeany,85,2012-11-11 12:01:58 -0500,1352653318
bostonsoprano,86,2012-11-11 12:02:04 -0500,1352653324
abbytap,93,2012-11-11 12:02:09 -0500,1352653329
manganerd,92,2012-11-11 12:02:15 -0500,1352653335
VB97,88,2012-11-11 12:02:20 -0500,1352653340
FauxCanadienne,90,2012-11-11 12:02:26 -0500,1352653346
AmyC7,83,2012-11-11 12:02:31 -0500,1352653351
femm123,85,2012-11-11 12:02:37 -0500,1352653357
MyInitials24,92,2012-11-11 12:02:42 -0500,1352653362
1914,87,2012-11-11 12:02:47 -0500,1352653367
RunningBee,92,2012-11-11 12:02:53 -0500,1352653373
angie0395,90,2012-11-11 12:02:58 -0500,1352653378
SanchoPanza18,94,2012-11-11 12:03:04 -0500,1352653384
FloozySuzical88,88,2012-11-11 12:03:09 -0500,1352653389
ImagineIf26,81,2012-11-11 12:03:15 -0500,1352653395
sarahlovestrees,90,2012-11-11 12:03:21 -0500,1352653401
mmadz,94,2012-11-11 12:03:26 -0500,1352653406
margcarey,91,2012-11-11 12:03:31 -0500,1352653411
csamp87,82,2012-11-11 12:03:37 -0500,1352653417
Pescespada,89,2012-11-11 12:03:42 -0500,1352653422
madeleine_9,91,2012-11-11 12:03:48 -0500,1352653428
mwildhack,94,2012-11-11 12:03:54 -0500,1352653434
brookpath,89,2012-11-11 12:03:59 -0500,1352653439
Lindseymh,93,2012-11-11 12:04:05 -0500,1352653445
anastasiathecat,82,2012-11-11 12:04:10 -0500,1352653450
Kallie_Starmist,90,2012-11-11 12:04:15 -0500,1352653455
Jenny138,92,2012-11-11 12:04:21 -0500,1352653461
theoremsforfree,89,2012-11-11 12:04:26 -0500,1352653466
melhanna,90,2012-11-11 12:04:32 -0500,1352653472
ms_wiley,87,2012-11-11 12:04:38 -0500,1352653478
Cup_oh_Tea,80,2012-11-11 12:04:43 -0500,1352653483
Teensy25,92,2012-11-11 12:04:49 -0500,1352653489
flashtastic1,93,2012-11-11 12:04:54 -0500,1352653494
Iveagh1251,91,2012-11-11 12:04:59 -0500,1352653499
theaznglow,85,2012-11-11 12:05:05 -0500,1352653505
hkn888,75,2012-11-11 12:05:10 -0500,1352653510
Lauraconteuse,95,2012-11-11 12:05:16 -0500,1352653516
word_wanderer,91,2012-11-11 12:05:21 -0500,1352653521
Snowie7,93,2012-11-11 12:05:27 -0500,1352653527
mollym115,93,2012-11-11 12:05:32 -0500,1352653532
JamesonINT,88,2012-11-11 12:05:38 -0500,1352653538
ns156,81,2012-11-11 12:05:43 -0500,1352653543
Opal_Eyes_,90,2012-11-11 12:05:49 -0500,1352653549
emcarps,92,2012-11-11 12:05:55 -0500,1352653555
LemonScience42,96,2012-11-11 12:06:00 -0500,1352653560
Lmo87,90,2012-11-11 12:06:05 -0500,1352653565
foureyedfuried,87,2012-11-11 12:06:11 -0500,1352653571
lecteur,91,2012-11-11 12:06:16 -0500,1352653576
maebe_funke,94,2012-11-11 12:06:22 -0500,1352653582
peachesandcrema,91,2012-11-11 12:06:27 -0500,1352653587
shmands,96,2012-11-11 12:06:33 -0500,1352653593
LiveToCook87,94,2012-11-11 12:06:38 -0500,1352653598
bpie1,94,2012-11-11 12:06:44 -0500,1352653604
seattlejetaime,92,2012-11-11 12:06:49 -0500,1352653609
miz2718,88,2012-11-11 12:06:55 -0500,1352653615
amanda_g22,85,2012-11-11 12:07:00 -0500,1352653620
_debstep_,96,2012-11-11 12:07:06 -0500,1352653626
littlegreyhonda,91,2012-11-11 12:07:12 -0500,1352653632
jetergirl123,93,2012-11-11 12:07:17 -0500,1352653637
ldyaisling,78,2012-11-11 12:07:23 -0500,1352653643
ldyaisling,78,2012-11-11 12:07:28 -0500,1352653648
OnTheWrongCoast,92,2012-11-11 12:07:34 -0500,1352653654
flyaway07,94,2012-11-11 12:07:39 -0500,1352653659
orangespears,80,2012-11-11 12:07:45 -0500,1352653665
a0512,88,2012-11-11 12:07:50 -0500,1352653670
WaveAWhiteFlag,89,2012-11-11 12:07:56 -0500,1352653676
Amalina99,96,2012-11-11 12:08:01 -0500,1352653681
whitegreenrose,80,2012-11-11 12:08:07 -0500,1352653687
MollyJD,88,2012-11-11 12:08:12 -0500,1352653692
jocjams,81,2012-11-11 12:08:17 -0500,1352653697
mkap5,84,2012-11-11 12:08:23 -0500,1352653703
GoCrimson13,85,2012-11-11 12:08:29 -0500,1352653709
Suzypersian,88,2012-11-11 12:08:34 -0500,1352653714
AJAngel1985,87,2012-11-11 12:08:40 -0500,1352653720
DidoOfCarthage,88,2012-11-11 12:08:45 -0500,1352653725
hldenneh,89,2012-11-11 12:08:51 -0500,1352653731
DeliberateLivin,93,2012-11-11 12:08:56 -0500,1352653736
raspberriesgrow,91,2012-11-11 12:09:02 -0500,1352653742
Penguin905,78,2012-11-11 12:09:07 -0500,1352653747
eminent1y,92,2012-11-11 12:09:12 -0500,1352653752
CallMeClare,90,2012-11-11 12:09:18 -0500,1352653758
addielyst,88,2012-11-11 12:09:23 -0500,1352653763
AspenLikeATree,95,2012-11-11 12:09:29 -0500,1352653769
parisiennel,87,2012-11-11 12:09:34 -0500,1352653774
Kashmir24,90,2012-11-11 12:09:40 -0500,1352653780
brightyelloww,89,2012-11-11 12:09:46 -0500,1352653786
monks_and_bones,91,2012-11-11 12:09:51 -0500,1352653791
Tara86N,91,2012-11-11 12:09:57 -0500,1352653797
jdshan,90,2012-11-11 12:10:03 -0500,1352653803
c_russell,91,2012-11-11 12:10:08 -0500,1352653808
TinaGal6,86,2012-11-11 12:10:14 -0500,1352653814
owlymay,86,2012-11-11 12:10:19 -0500,1352653819
catkos,85,2012-11-11 12:10:24 -0500,1352653824
takeawildgues,95,2012-11-11 12:10:30 -0500,1352653830
wolfie315,80,2012-11-11 12:10:35 -0500,1352653835
