BridalBones,81
Batesian,74
fiona730,93
dreddymama,83
maja_zg_to_df,80
emeraldnecklass,88
VAL1ant,87
christinevino,92
calbrokamp,85
XoXoMarley,89
espresso_sky,89
cheetah33,76
hbkeane,87
horribleforever,86
Scarles,86
gingersage,67
StefGO,75
ka1215,88
ImagineIf26,80
MaryAurora,76
xakriel,80
synaptic_self,71
ahookinherhead,84
karebear_617,66
alexgen,84
CoalMineSongs,83
ElectricSauce,86
cerewyn,76
--Roxy--,76
miz2718,72
chrissieparklif,91
SyrenSuccubus,83
thetam,91
Jackeroo585,90
rockandrye,92
hleigh1212,88
Jtabs_cat,74
belle_noiseuse,94
vacilando_,81
bostongirl845,82
j_hope,81
DancinDiva1983,76
libbyprior,92
Alexandra815,89
efree88,90
Allie_Leigh,70
Lauraconteuse,90
melhanna,80
stompy-boots,79
k8gaud,96
leahk9,80
missimerica,90
of-california,87
bitchbangz,83
XoXoMarley,89
thenewbettyboop,72
espresso_sky,89
xtothet,69
cakesalad,82
Shainamazing,85
no_milquetoast,90
drivingmzlizzy,86
thedirgni,87
VelvetandSuede,92
Jack_Heather,86
cwombat,93
cloudyzooom,79
nicekyle,89
fionnay,85
sunny_dd,95
svf418,82
awesome0saurus,88
melody-yeah,80
JetFleaCity,82
Flowers53,83
neonmarshmallow,70
stevieeknicks,65
BeretinBoston,74
Linds_86,94
stopthatfrog,82
maybelost,94,1352324420
xrmlittle21892,81,1352324435
bowery33,80,1352324451
schmeadeinabox,78,1352324466
theEisnotsilent,85,1352324482
bridgetph,87,1352324497
SpareTape,92,1352324528
smchap,70,1352324512
MaryAurora,76,Wed Nov 07 16:42:22 -0500 2012
daydreamskeptic,80,Wed Nov 07 16:42:37 -0500 2012
bunnevolence,90,Wed Nov 07 16:42:53 -0500 2012
tittlefly,81,Wed Nov 07 16:43:08 -0500 2012
nightrosewriter,80,Wed Nov 07 16:43:39 -0500 2012
turdterrorist,91,Wed Nov 07 16:43:23 -0500 2012
Onetraveler89,86,Wed Nov 07 16:44:11 -0500 2012,1352324651
trystanx,78,Wed Nov 07 16:43:55 -0500 2012,1352324635
ZoyaDB,89,Wed Nov 07 16:44:26 -0500 2012,1352324666
Penny208,84,Wed Nov 07 16:44:41 -0500 2012,1352324681
CodexPrincess,93,Wed Nov 07 16:44:57 -0500 2012,1352324697
WiseAsSarah,82,Wed Nov 07 16:45:12 -0500 2012,1352324712
ninab9,83,Wed Nov 07 16:45:27 -0500 2012,1352324727
Markelita,77,Wed Nov 07 16:45:43 -0500 2012,1352324743
yosoyleah,92,Wed Nov 07 16:45:58 -0500 2012,1352324758
mesesail,85,Wed Nov 07 16:46:14 -0500 2012,1352324774
lizosaur,84,Wed Nov 07 16:46:29 -0500 2012,1352324789
christinevino,92,Wed Nov 07 16:46:44 -0500 2012,1352324804
Amalina99,89,Wed Nov 07 16:47:00 -0500 2012,1352324820
dmwinter1088,67,Wed Nov 07 16:47:30 -0500 2012,1352324850
thetam,91,Wed Nov 07 16:47:15 -0500 2012,1352324835
baepik,86,Wed Nov 07 16:47:46 -0500 2012,1352324866
Frecasaurus,79,Wed Nov 07 16:48:01 -0500 2012,1352324881
Duckyfen,90,Wed Nov 07 16:48:32 -0500 2012,1352324912
Krystal_Gail,73,Wed Nov 07 16:48:17 -0500 2012,1352324897
--Roxy--,76,Wed Nov 07 16:48:53 -0500 2012,1352324933
ATLinBOS,86,Wed Nov 07 16:49:08 -0500 2012,1352324948
erksj,61,Wed Nov 07 16:49:23 -0500 2012,1352324963
kaymaca,84,Wed Nov 07 16:49:36 -0500 2012,1352324976
joyfulsign,73,Wed Nov 07 16:49:51 -0500 2012,1352324991
greatexperiment,90,Wed Nov 07 16:50:07 -0500 2012,1352325007
bitchbangz,83,Wed Nov 07 16:50:38 -0500 2012,1352325038
djskillet,85,Wed Nov 07 16:50:22 -0500 2012,1352325022
shortnsouthern,72,Wed Nov 07 16:50:45 -0500 2012,1352325045
Emsall,78,Wed Nov 07 16:51:01 -0500 2012,1352325061
lulu_chalupa,75,Wed Nov 07 16:51:16 -0500 2012,1352325076
saropi123,80,Wed Nov 07 16:51:32 -0500 2012,1352325092
freshandrad,85,Wed Nov 07 16:51:47 -0500 2012,1352325107
Malrissa,73,Wed Nov 07 16:52:02 -0500 2012,1352325122
nickycapb,89,Wed Nov 07 16:52:18 -0500 2012,1352325138
Laura_e_k,91,Wed Nov 07 16:52:33 -0500 2012,1352325153
AmusedAbsurdity,88,Wed Nov 07 16:52:48 -0500 2012,1352325168
aila_chan,79,Wed Nov 07 16:53:04 -0500 2012,1352325184
mrae77,80,Wed Nov 07 16:53:34 -0500 2012,1352325214
